,Paris_Centre,PARIS_1er_Les_Halles,Place_Victor_Basch,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,AUBERVILLIERS,OBJECTID
,PA04C,PA01H,BASCH,AUT,A1,AUB,0
,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,1
,CO,CO,CO,CO,CO,CO,2
,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,3
2019-06-04 14:00:00Z,0.229000,,,0.352000,0.472000,,3713
2019-06-04 15:00:00Z,0.228000,,,0.413000,0.512000,,3714
2019-06-04 16:00:00Z,0.254000,,,0.551000,0.550000,,3715
2019-06-04 17:00:00Z,0.295000,,,0.708000,0.762000,,3716
2019-06-04 18:00:00Z,0.282000,,,0.615000,0.777000,,3717
2019-06-04 19:00:00Z,0.241000,,,0.486000,0.573000,,3718
2019-06-04 20:00:00Z,0.222000,,,0.493000,0.555000,,3719
2019-06-04 21:00:00Z,0.222000,,,0.461000,0.393000,,3720
2019-06-04 22:00:00Z,0.211000,,,0.487000,0.453000,,3721
2019-06-04 23:00:00Z,0.184000,,,0.423000,0.365000,,3722
2019-06-05 00:00:00Z,0.161000,,,0.197000,0.258000,,3723
2019-06-05 01:00:00Z,0.103000,,,0.161000,0.222000,,3724
2019-06-05 02:00:00Z,0.111000,,,0.146000,0.173000,,3725
2019-06-05 03:00:00Z,0.099000,,,0.166000,0.197000,,3726
2019-06-05 04:00:00Z,0.107000,,,0.198000,0.266000,,3727
2019-06-05 05:00:00Z,0.124000,,,0.326000,0.365000,,3728
2019-06-05 06:00:00Z,0.114000,,,0.501000,0.607000,,3729
2019-06-05 07:00:00Z,0.128000,,,0.634000,0.922000,,3730
2019-06-05 08:00:00Z,0.145000,,,0.898000,0.823000,,3731
2019-06-05 09:00:00Z,0.153000,,,0.532000,0.385000,,3732
2019-06-05 10:00:00Z,0.144000,,,0.403000,0.391000,,3733
2019-06-05 11:00:00Z,0.177000,,,0.467000,0.455000,,3734
2019-06-05 12:00:00Z,0.157000,,,0.546000,0.381000,,3735
2019-06-05 13:00:00Z,0.148000,,,0.539000,0.342000,0.145000,3736
2019-06-05 14:00:00Z,0.148000,,,0.498000,0.526000,0.160000,3737
2019-06-05 15:00:00Z,0.141000,,,0.499000,0.427000,0.130000,3738
2019-06-05 16:00:00Z,0.140000,,,0.583000,0.469000,0.135000,3739
2019-06-05 17:00:00Z,0.164000,,,0.509000,0.544000,0.106000,3740
2019-06-05 18:00:00Z,0.157000,,,0.493000,0.473000,0.093000,3741
2019-06-05 19:00:00Z,0.131000,,,0.429000,0.472000,0.094000,3742
2019-06-05 20:00:00Z,0.109000,,,0.397000,0.372000,0.091000,3743
2019-06-05 21:00:00Z,0.124000,,,0.385000,0.486000,0.100000,3744
2019-06-05 22:00:00Z,0.131000,,,0.376000,0.529000,0.124000,3745
2019-06-05 23:00:00Z,0.113000,,,0.276000,0.402000,0.133000,3746
2019-06-06 00:00:00Z,0.098000,,,0.198000,0.299000,0.103000,3747
2019-06-06 01:00:00Z,0.122000,,,0.125000,0.176000,0.214000,3748
2019-06-06 02:00:00Z,0.111000,,,0.133000,0.138000,0.203000,3749
2019-06-06 03:00:00Z,0.117000,,,0.172000,0.193000,0.203000,3750
2019-06-06 04:00:00Z,0.118000,,,0.191000,0.253000,0.201000,3751
2019-06-06 05:00:00Z,0.123000,,,0.294000,0.351000,0.263000,3752
2019-06-06 06:00:00Z,0.167000,,,0.420000,0.573000,0.276000,3753
2019-06-06 07:00:00Z,0.167000,,,0.609000,0.760000,0.284000,3754
2019-06-06 08:00:00Z,0.189000,,,0.731000,0.560000,0.263000,3755
2019-06-06 09:00:00Z,0.163000,,,0.390000,0.380000,0.245000,3756
2019-06-06 10:00:00Z,0.161000,,,0.295000,0.454000,0.199000,3757
2019-06-06 11:00:00Z,0.153000,,,0.259000,0.349000,0.189000,3758
2019-06-06 12:00:00Z,0.137000,,,0.220000,0.337000,0.183000,3759
2019-06-06 13:00:00Z,0.132000,,,0.231000,0.400000,0.128000,3760
2019-06-06 14:00:00Z,0.126000,,,0.270000,0.278000,0.147000,3761
2019-06-06 15:00:00Z,0.117000,,,0.288000,0.326000,0.115000,3762
2019-06-06 16:00:00Z,0.134000,,,0.395000,0.409000,0.159000,3763
2019-06-06 17:00:00Z,0.158000,,,0.605000,0.480000,0.194000,3764
2019-06-06 18:00:00Z,0.167000,,,0.496000,0.435000,0.202000,3765
2019-06-06 19:00:00Z,0.161000,,,0.372000,0.321000,0.193000,3766
2019-06-06 20:00:00Z,0.149000,,,0.297000,0.188000,0.233000,3767
2019-06-06 21:00:00Z,0.173000,,,0.226000,0.158000,0.222000,3768
2019-06-06 22:00:00Z,0.171000,,,0.283000,0.159000,0.210000,3769
2019-06-06 23:00:00Z,0.148000,,,0.246000,0.154000,0.170000,3770
2019-06-07 00:00:00Z,0.123000,,,0.164000,0.104000,0.129000,3771
2019-06-07 01:00:00Z,0.102000,,,0.183000,0.146000,0.140000,3772
2019-06-07 02:00:00Z,0.094000,,,0.145000,0.137000,0.118000,3773
2019-06-07 03:00:00Z,0.088000,,,0.131000,0.131000,0.094000,3774
2019-06-07 04:00:00Z,0.090000,,,0.161000,0.158000,0.100000,3775
2019-06-07 05:00:00Z,0.108000,,,0.228000,0.222000,0.094000,3776
2019-06-07 06:00:00Z,0.143000,,,0.322000,0.289000,0.156000,3777
2019-06-07 07:00:00Z,0.154000,,,0.413000,0.400000,0.155000,3778
2019-06-07 08:00:00Z,0.219000,,,0.583000,0.579000,0.130000,3779
2019-06-07 09:00:00Z,0.173000,,,0.403000,0.432000,0.099000,3780
2019-06-07 10:00:00Z,0.139000,,,0.279000,0.428000,0.116000,3781
2019-06-07 11:00:00Z,0.150000,,,0.309000,0.429000,0.095000,3782
2019-06-07 12:00:00Z,0.128000,,,0.274000,0.338000,0.053000,3783
2019-06-07 13:00:00Z,0.132000,,,0.268000,0.305000,0.195000,3784
2019-06-07 14:00:00Z,0.143000,,,0.257000,0.294000,0.204000,3785
2019-06-07 15:00:00Z,0.140000,,,0.327000,0.354000,0.211000,3786
2019-06-07 16:00:00Z,0.161000,,,0.373000,0.390000,0.207000,3787
2019-06-07 17:00:00Z,0.144000,,,0.410000,0.341000,0.218000,3788
2019-06-07 18:00:00Z,0.122000,,,0.319000,0.285000,0.169000,3789
2019-06-07 19:00:00Z,0.133000,,,0.316000,0.250000,0.137000,3790
2019-06-07 20:00:00Z,0.124000,,,0.260000,0.319000,0.106000,3791
2019-06-07 21:00:00Z,0.103000,,,0.237000,0.253000,0.081000,3792
2019-06-07 22:00:00Z,0.102000,,,0.254000,0.241000,0.091000,3793
2019-06-07 23:00:00Z,0.103000,,,0.252000,0.196000,0.085000,3794
2019-06-08 00:00:00Z,0.090000,,,0.232000,0.174000,0.081000,3795
2019-06-08 01:00:00Z,0.091000,,,0.142000,0.189000,0.184000,3796
2019-06-08 02:00:00Z,0.086000,,,0.133000,0.179000,0.152000,3797
2019-06-08 03:00:00Z,0.086000,,,0.129000,0.211000,0.149000,3798
2019-06-08 04:00:00Z,0.092000,,,0.144000,0.282000,0.154000,3799
2019-06-08 05:00:00Z,0.105000,,,0.167000,0.259000,0.170000,3800
2019-06-08 06:00:00Z,0.105000,,,0.171000,0.251000,0.149000,3801
2019-06-08 07:00:00Z,0.119000,,,0.205000,0.360000,0.137000,3802
2019-06-08 08:00:00Z,0.130000,,,0.207000,0.315000,0.143000,3803
2019-06-08 09:00:00Z,0.134000,,,0.227000,0.369000,0.133000,3804
2019-06-08 10:00:00Z,0.143000,,,0.218000,0.349000,0.103000,3805
2019-06-08 11:00:00Z,0.153000,,,0.255000,0.391000,0.105000,3806
2019-06-08 12:00:00Z,0.157000,,,0.236000,0.304000,0.094000,3807
2019-06-08 13:00:00Z,0.172000,,,0.310000,0.372000,0.134000,3808
2019-06-08 14:00:00Z,0.187000,,,0.293000,0.361000,0.119000,3809
2019-06-08 15:00:00Z,0.156000,,,0.319000,0.375000,0.091000,3810
2019-06-08 16:00:00Z,0.170000,,,0.276000,0.327000,0.094000,3811
2019-06-08 17:00:00Z,0.183000,,,0.303000,0.429000,0.140000,3812
2019-06-08 18:00:00Z,0.206000,,,0.358000,0.420000,0.159000,3813
2019-06-08 19:00:00Z,0.209000,,,0.393000,0.433000,0.156000,3814
2019-06-08 20:00:00Z,0.231000,,,0.458000,0.413000,0.164000,3815
2019-06-08 21:00:00Z,0.217000,,,0.420000,0.366000,0.164000,3816
2019-06-08 22:00:00Z,0.230000,,,0.484000,0.513000,0.236000,3817
2019-06-08 23:00:00Z,0.225000,,,0.645000,0.442000,0.213000,3818
2019-06-09 00:00:00Z,0.238000,,,0.675000,0.451000,0.221000,3819
2019-06-09 01:00:00Z,0.195000,,,0.686000,0.333000,0.268000,3820
2019-06-09 02:00:00Z,0.182000,,,0.588000,0.307000,0.243000,3821
2019-06-09 03:00:00Z,0.175000,,,0.503000,0.270000,0.239000,3822
2019-06-09 04:00:00Z,0.170000,,,0.610000,0.244000,0.200000,3823
2019-06-09 05:00:00Z,0.182000,,,0.551000,0.280000,0.216000,3824
2019-06-09 06:00:00Z,0.192000,,,0.422000,0.254000,0.189000,3825
2019-06-09 07:00:00Z,0.209000,,,0.425000,0.248000,0.156000,3826
2019-06-09 08:00:00Z,0.200000,,,0.451000,0.267000,0.119000,3827
2019-06-09 09:00:00Z,0.161000,,,0.383000,0.253000,0.079000,3828
2019-06-09 10:00:00Z,0.148000,,,0.286000,0.242000,0.061000,3829
2019-06-09 11:00:00Z,0.141000,,,0.290000,0.319000,0.039000,3830
2019-06-09 12:00:00Z,0.187000,,,0.341000,0.298000,0.071000,3831
2019-06-09 13:00:00Z,0.151000,,,0.345000,0.333000,0.263000,3832
2019-06-09 14:00:00Z,0.135000,,,0.378000,0.249000,0.227000,3833
2019-06-09 15:00:00Z,0.130000,,,0.377000,0.231000,0.213000,3834
2019-06-09 16:00:00Z,0.131000,,,0.384000,0.240000,0.193000,3835
2019-06-09 17:00:00Z,0.128000,,,0.453000,0.269000,0.202000,3836
2019-06-09 18:00:00Z,0.152000,,,0.539000,0.286000,0.240000,3837
2019-06-09 19:00:00Z,0.170000,,,0.547000,0.330000,0.264000,3838
2019-06-09 20:00:00Z,0.185000,,,0.453000,0.323000,0.300000,3839
2019-06-09 21:00:00Z,0.184000,,,0.433000,0.267000,0.331000,3840
2019-06-09 22:00:00Z,0.188000,,,0.491000,0.259000,0.418000,3841
2019-06-09 23:00:00Z,0.189000,,,0.375000,0.296000,0.342000,3842
2019-06-10 00:00:00Z,0.162000,,,0.461000,0.271000,0.284000,3843
2019-06-10 01:00:00Z,0.122000,,,0.267000,0.178000,0.257000,3844
2019-06-10 02:00:00Z,0.120000,,,0.235000,0.208000,0.194000,3845
2019-06-10 03:00:00Z,0.130000,,,0.179000,0.275000,0.135000,3846
2019-06-10 04:00:00Z,0.120000,,,0.288000,0.303000,0.145000,3847
2019-06-10 05:00:00Z,0.141000,,,0.333000,0.311000,0.154000,3848
2019-06-10 06:00:00Z,0.146000,,,0.346000,0.353000,0.152000,3849
2019-06-10 07:00:00Z,0.138000,,,0.308000,0.533000,0.151000,3850
2019-06-10 08:00:00Z,0.152000,,,0.252000,0.385000,0.136000,3851
2019-06-10 09:00:00Z,0.147000,,,0.251000,0.391000,0.128000,3852
2019-06-10 10:00:00Z,0.152000,,,0.247000,0.314000,0.128000,3853
2019-06-10 11:00:00Z,0.141000,,,0.231000,0.336000,0.119000,3854
2019-06-10 12:00:00Z,0.143000,,,0.239000,0.337000,0.108000,3855
2019-06-10 13:00:00Z,0.131000,,,0.197000,0.384000,0.198000,3856
2019-06-10 14:00:00Z,0.127000,,,0.220000,0.331000,0.156000,3857
2019-06-10 15:00:00Z,0.125000,,,0.270000,0.366000,0.188000,3858
2019-06-10 16:00:00Z,0.130000,,,0.267000,0.365000,0.187000,3859
2019-06-10 17:00:00Z,0.122000,,,0.284000,0.383000,0.190000,3860
2019-06-10 18:00:00Z,0.134000,,,0.379000,0.467000,0.193000,3861
2019-06-10 19:00:00Z,0.122000,,,0.318000,0.486000,0.142000,3862
2019-06-10 20:00:00Z,0.121000,,,0.329000,0.463000,0.150000,3863
2019-06-10 21:00:00Z,0.129000,,,0.490000,0.236000,0.192000,3864
2019-06-10 22:00:00Z,0.134000,,,0.492000,0.281000,0.192000,3865
2019-06-10 23:00:00Z,0.100000,,,0.411000,0.363000,0.177000,3866
2019-06-11 00:00:00Z,0.090000,,,0.454000,0.298000,0.159000,3867
2019-06-11 01:00:00Z,0.090000,,,0.324000,0.224000,0.189000,3868
2019-06-11 02:00:00Z,0.084000,,,0.233000,0.221000,0.223000,3869
2019-06-11 03:00:00Z,0.097000,,,0.230000,0.300000,0.272000,3870
2019-06-11 04:00:00Z,0.087000,,,0.283000,0.386000,0.370000,3871
2019-06-11 05:00:00Z,0.111000,,,0.484000,0.425000,0.400000,3872
2019-06-11 06:00:00Z,0.170000,,,0.620000,0.510000,0.395000,3873
2019-06-11 07:00:00Z,0.220000,,,0.834000,0.605000,0.379000,3874
2019-06-11 08:00:00Z,0.195000,,,0.556000,0.488000,0.293000,3875
2019-06-11 09:00:00Z,0.182000,,,0.389000,0.373000,0.182000,3876
2019-06-11 10:00:00Z,0.164000,,,0.375000,0.427000,0.165000,3877
2019-06-11 11:00:00Z,0.128000,,,0.361000,0.397000,0.171000,3878
2019-06-11 12:00:00Z,0.132000,,,0.323000,0.335000,0.159000,3879
2019-06-11 13:00:00Z,0.122000,,,0.328000,0.351000,0.152000,3880
2019-06-11 14:00:00Z,,,,0.367000,0.423000,0.155000,3881
2019-06-11 15:00:00Z,,,,0.366000,0.345000,0.190000,3882
2019-06-11 16:00:00Z,,,,0.617000,0.475000,0.217000,3883
2019-06-11 17:00:00Z,0.219000,,,0.535000,0.550000,0.218000,3884
2019-06-11 18:00:00Z,0.230000,,,0.700000,0.660000,0.303000,3885
2019-06-11 19:00:00Z,0.203000,,,0.572000,0.567000,0.295000,3886
2019-06-11 20:00:00Z,0.177000,,,0.421000,0.433000,0.292000,3887
2019-06-11 21:00:00Z,0.218000,,,0.460000,0.361000,0.236000,3888
2019-06-11 22:00:00Z,0.189000,,,0.456000,0.288000,0.194000,3889
2019-06-11 23:00:00Z,0.156000,,,0.301000,0.261000,0.113000,3890
2019-06-12 00:00:00Z,0.158000,,,0.268000,0.275000,0.125000,3891
2019-06-12 01:00:00Z,0.152000,,,0.249000,0.286000,0.182000,3892
2019-06-12 02:00:00Z,0.131000,,,0.254000,0.240000,0.148000,3893
2019-06-12 03:00:00Z,0.138000,,,0.224000,0.245000,0.188000,3894
2019-06-12 04:00:00Z,0.163000,,,0.237000,0.299000,0.177000,3895
2019-06-12 05:00:00Z,0.145000,,,0.276000,0.381000,0.179000,3896
2019-06-12 06:00:00Z,0.171000,,,0.446000,0.559000,0.167000,3897
2019-06-12 07:00:00Z,0.200000,,,0.628000,0.614000,0.249000,3898
2019-06-12 08:00:00Z,0.193000,,,0.630000,0.804000,0.236000,3899
2019-06-12 09:00:00Z,0.185000,,,0.372000,0.529000,0.161000,3900
2019-06-12 10:00:00Z,0.154000,,,0.361000,0.443000,0.126000,3901
2019-06-12 11:00:00Z,0.141000,,,0.390000,0.423000,0.079000,3902
2019-06-12 12:00:00Z,0.152000,,,0.327000,0.455000,0.089000,3903
2019-06-12 13:00:00Z,0.157000,,,0.317000,0.410000,0.215000,3904
2019-06-12 14:00:00Z,0.176000,,,0.290000,0.500000,0.217000,3905
2019-06-12 15:00:00Z,0.133000,,,0.333000,0.505000,0.173000,3906
2019-06-12 16:00:00Z,0.159000,,,0.398000,0.533000,0.174000,3907
2019-06-12 17:00:00Z,0.193000,,,0.480000,0.642000,0.243000,3908
2019-06-12 18:00:00Z,0.174000,,,0.520000,0.579000,0.229000,3909
2019-06-12 19:00:00Z,0.168000,,,0.550000,0.509000,0.174000,3910
2019-06-12 20:00:00Z,0.196000,,,0.422000,0.545000,0.245000,3911
2019-06-12 21:00:00Z,0.168000,,,0.321000,0.440000,0.174000,3912
2019-06-12 22:00:00Z,0.169000,,,0.304000,0.389000,0.150000,3913
2019-06-12 23:00:00Z,0.135000,,,0.263000,0.348000,0.152000,3914
2019-06-13 00:00:00Z,0.108000,,,0.206000,0.296000,0.096000,3915
2019-06-13 01:00:00Z,0.117000,,,0.118000,0.127000,0.179000,3916
2019-06-13 02:00:00Z,0.102000,,,0.118000,0.151000,0.149000,3917
2019-06-13 03:00:00Z,0.111000,,,0.130000,0.205000,0.149000,3918
2019-06-13 04:00:00Z,0.113000,,,0.175000,0.231000,0.127000,3919
2019-06-13 05:00:00Z,0.135000,,,0.251000,0.331000,0.159000,3920
2019-06-13 06:00:00Z,0.151000,,,0.333000,0.485000,0.185000,3921
2019-06-13 07:00:00Z,0.181000,,,0.666000,0.668000,0.236000,3922
2019-06-13 08:00:00Z,0.192000,,,0.606000,0.562000,0.247000,3923
2019-06-13 09:00:00Z,0.167000,,,0.375000,0.461000,0.218000,3924
2019-06-13 10:00:00Z,0.151000,,,0.299000,0.514000,0.210000,3925
2019-06-13 11:00:00Z,0.154000,,,0.312000,0.454000,0.162000,3926
2019-06-13 12:00:00Z,0.167000,,,0.253000,0.368000,0.126000,3927
2019-06-13 13:00:00Z,0.168000,,,0.285000,0.348000,0.122000,3928
2019-06-13 14:00:00Z,0.175000,,,0.284000,0.360000,0.212000,3929
2019-06-13 15:00:00Z,0.198000,,,0.305000,0.474000,0.225000,3930
2019-06-13 16:00:00Z,0.189000,,,0.363000,0.560000,0.208000,3931
2019-06-13 17:00:00Z,0.215000,,,0.416000,0.575000,0.203000,3932
2019-06-13 18:00:00Z,0.232000,,,0.468000,0.458000,0.253000,3933
2019-06-13 19:00:00Z,0.236000,,,0.480000,0.403000,0.225000,3934
2019-06-13 20:00:00Z,0.240000,,,0.449000,0.402000,0.221000,3935
2019-06-13 21:00:00Z,0.258000,,,0.520000,0.398000,0.254000,3936
2019-06-13 22:00:00Z,0.313000,,,0.747000,0.406000,0.388000,3937
2019-06-13 23:00:00Z,0.304000,,,0.786000,0.380000,0.497000,3938
2019-06-14 00:00:00Z,0.280000,,,0.555000,0.321000,0.377000,3939
2019-06-14 01:00:00Z,0.325000,,,0.395000,0.394000,0.369000,3940
2019-06-14 02:00:00Z,0.223000,,,0.295000,0.254000,0.402000,3941
2019-06-14 03:00:00Z,0.183000,,,0.234000,0.374000,0.327000,3942
2019-06-14 04:00:00Z,0.159000,,,0.286000,0.253000,0.217000,3943
2019-06-14 05:00:00Z,0.159000,,,0.351000,0.412000,0.193000,3944
2019-06-14 06:00:00Z,0.161000,,,0.706000,0.590000,0.239000,3945
2019-06-14 07:00:00Z,0.181000,,,0.627000,0.815000,0.219000,3946
2019-06-14 08:00:00Z,0.140000,,,0.558000,0.691000,0.122000,3947
2019-06-14 09:00:00Z,0.170000,,,0.362000,0.332000,0.135000,3948
2019-06-14 10:00:00Z,0.161000,,,0.392000,0.410000,0.121000,3949
2019-06-14 11:00:00Z,0.166000,,,0.425000,0.394000,0.142000,3950
2019-06-14 12:00:00Z,0.152000,,,0.390000,0.361000,0.144000,3951
2019-06-14 13:00:00Z,0.160000,,,0.410000,0.308000,,3952
2019-06-14 14:00:00Z,0.154000,,,0.378000,0.381000,,3953
2019-06-14 15:00:00Z,0.145000,,,0.360000,0.502000,,3954
2019-06-14 16:00:00Z,0.148000,,,0.482000,0.521000,,3955
2019-06-14 17:00:00Z,0.166000,,,0.618000,0.547000,,3956
2019-06-14 18:00:00Z,0.195000,,,0.630000,0.598000,,3957
2019-06-14 19:00:00Z,0.204000,,,0.691000,0.489000,,3958
2019-06-14 20:00:00Z,0.222000,,,0.797000,0.456000,,3959
2019-06-14 21:00:00Z,0.203000,,,0.721000,0.326000,,3960
2019-06-14 22:00:00Z,0.178000,,,0.654000,0.311000,,3961
2019-06-14 23:00:00Z,0.165000,,,0.473000,0.272000,,3962
2019-06-15 00:00:00Z,0.197000,,,0.429000,0.312000,,3963
2019-06-15 01:00:00Z,0.188000,,,0.364000,0.387000,,3964
2019-06-15 02:00:00Z,0.187000,,,0.237000,0.317000,0.292000,3965
2019-06-15 03:00:00Z,0.157000,,,0.261000,0.324000,0.208000,3966
2019-06-15 04:00:00Z,0.109000,,,0.245000,0.376000,0.208000,3967
2019-06-15 05:00:00Z,0.109000,,,0.292000,0.358000,0.174000,3968
2019-06-15 06:00:00Z,0.109000,,,0.349000,0.429000,0.196000,3969
2019-06-15 07:00:00Z,0.117000,,,0.345000,0.452000,0.127000,3970
2019-06-15 08:00:00Z,0.117000,,,0.312000,0.445000,0.085000,3971
2019-06-15 09:00:00Z,0.110000,,,0.275000,0.486000,0.097000,3972
2019-06-15 10:00:00Z,0.113000,,,0.241000,0.430000,0.077000,3973
2019-06-15 11:00:00Z,0.069000,,,0.209000,0.406000,0.090000,3974
2019-06-15 12:00:00Z,0.045000,,,0.239000,0.366000,0.098000,3975
2019-06-15 13:00:00Z,0.053000,,,0.261000,0.391000,0.123000,3976
2019-06-15 14:00:00Z,0.074000,,,0.225000,0.392000,0.124000,3977
2019-06-15 15:00:00Z,0.094000,,,0.265000,0.419000,0.141000,3978
2019-06-15 16:00:00Z,0.092000,,,0.296000,0.431000,0.170000,3979
2019-06-15 17:00:00Z,0.105000,,,0.349000,0.525000,0.163000,3980
2019-06-15 18:00:00Z,0.114000,,,0.430000,0.645000,0.176000,3981
2019-06-15 19:00:00Z,0.107000,,,0.386000,0.443000,0.184000,3982
2019-06-15 20:00:00Z,0.103000,,,0.325000,0.449000,0.174000,3983
2019-06-15 21:00:00Z,0.110000,,,0.352000,0.557000,0.153000,3984
2019-06-15 22:00:00Z,0.109000,,,0.466000,0.874000,0.141000,3985
2019-06-15 23:00:00Z,0.099000,,,0.362000,0.663000,0.121000,3986
2019-06-16 00:00:00Z,0.094000,,,0.287000,0.314000,0.094000,3987
2019-06-16 01:00:00Z,0.119000,,,0.226000,0.355000,0.078000,3988
2019-06-16 02:00:00Z,0.118000,,,0.189000,0.251000,,3989
2019-06-16 03:00:00Z,0.112000,,,0.178000,0.228000,,3990
2019-06-16 04:00:00Z,0.115000,,,0.180000,0.265000,,3991
2019-06-16 05:00:00Z,0.116000,,,0.181000,0.253000,,3992
2019-06-16 06:00:00Z,0.118000,,,0.188000,0.241000,,3993
2019-06-16 07:00:00Z,0.128000,,,0.208000,0.364000,,3994
2019-06-16 08:00:00Z,0.146000,,,0.245000,0.348000,,3995
2019-06-16 09:00:00Z,0.143000,,,0.229000,0.365000,,3996
2019-06-16 10:00:00Z,0.151000,,,0.264000,0.381000,,3997
2019-06-16 11:00:00Z,0.154000,,,0.324000,0.364000,,3998
2019-06-16 12:00:00Z,0.151000,,,0.342000,0.382000,,3999
2019-06-16 13:00:00Z,0.158000,,,0.259000,0.389000,,4000
2019-06-16 14:00:00Z,0.135000,,,0.289000,0.391000,0.192000,4001
2019-06-16 15:00:00Z,0.142000,,,0.286000,0.474000,0.196000,4002
2019-06-16 16:00:00Z,0.140000,,,0.363000,0.376000,0.174000,4003
2019-06-16 17:00:00Z,0.151000,,,0.429000,0.415000,0.161000,4004
2019-06-16 18:00:00Z,0.159000,,,0.417000,0.489000,0.167000,4005
2019-06-16 19:00:00Z,0.164000,,,0.551000,0.600000,0.173000,4006
2019-06-16 20:00:00Z,0.177000,,,0.642000,0.481000,0.212000,4007
2019-06-16 21:00:00Z,0.211000,,,0.748000,0.550000,0.227000,4008
2019-06-16 22:00:00Z,0.266000,,,0.763000,0.440000,0.287000,4009
2019-06-16 23:00:00Z,0.263000,,,0.657000,0.317000,0.423000,4010
2019-06-17 00:00:00Z,0.247000,,,0.627000,0.452000,0.374000,4011
2019-06-17 01:00:00Z,0.215000,,,0.395000,0.378000,0.415000,4012
2019-06-17 02:00:00Z,0.291000,,,0.353000,0.353000,0.402000,4013
2019-06-17 03:00:00Z,0.480000,,,0.367000,0.285000,0.432000,4014
2019-06-17 04:00:00Z,0.286000,,,0.425000,0.321000,0.336000,4015
2019-06-17 05:00:00Z,0.275000,,,0.405000,0.422000,0.311000,4016
2019-06-17 06:00:00Z,0.269000,,,0.352000,0.474000,0.325000,4017
2019-06-17 07:00:00Z,0.309000,,,0.520000,0.834000,0.307000,4018
2019-06-17 08:00:00Z,0.267000,,,0.597000,0.790000,0.225000,4019
2019-06-17 09:00:00Z,0.136000,,,0.439000,0.370000,0.128000,4020
2019-06-17 10:00:00Z,0.105000,,,0.337000,0.393000,0.089000,4021
2019-06-17 11:00:00Z,0.100000,,,0.432000,0.376000,0.078000,4022
2019-06-17 12:00:00Z,0.100000,,,0.335000,0.314000,0.067000,4023
2019-06-17 13:00:00Z,0.110000,,,0.347000,0.299000,0.084000,4024
2019-06-17 14:00:00Z,0.095000,,,0.350000,0.363000,0.185000,4025
2019-06-17 15:00:00Z,0.109000,,,0.409000,0.364000,0.176000,4026
2019-06-17 16:00:00Z,0.141000,,,0.471000,0.341000,0.190000,4027
2019-06-17 17:00:00Z,0.209000,,,0.708000,0.605000,0.195000,4028
2019-06-17 18:00:00Z,0.210000,,,0.698000,0.598000,0.221000,4029
2019-06-17 19:00:00Z,0.211000,,,0.472000,0.417000,0.234000,4030
2019-06-17 20:00:00Z,0.192000,,,0.363000,0.373000,0.232000,4031
2019-06-17 21:00:00Z,0.250000,,,0.401000,0.454000,0.305000,4032
2019-06-17 22:00:00Z,0.336000,,,1.079000,0.488000,0.379000,4033
2019-06-17 23:00:00Z,0.365000,,,1.017000,0.441000,0.341000,4034
2019-06-18 00:00:00Z,0.373000,,,0.772000,0.390000,0.365000,4035
2019-06-18 01:00:00Z,0.272000,,,0.603000,0.221000,0.275000,4036
2019-06-18 02:00:00Z,0.245000,,,0.431000,0.207000,0.238000,4037
2019-06-18 03:00:00Z,0.186000,,,0.332000,0.134000,0.128000,4038
2019-06-18 04:00:00Z,0.125000,,,0.386000,0.196000,0.098000,4039
2019-06-18 05:00:00Z,0.120000,,,0.381000,0.249000,0.119000,4040
2019-06-18 06:00:00Z,0.239000,,,0.417000,0.295000,0.113000,4041
2019-06-18 07:00:00Z,0.243000,,,0.717000,0.434000,0.182000,4042
2019-06-18 08:00:00Z,0.328000,,,0.880000,0.449000,,4043
2019-06-18 09:00:00Z,0.314000,,,0.733000,0.431000,,4044
2019-06-18 10:00:00Z,0.240000,,,0.679000,0.368000,0.134000,4045
2019-06-18 11:00:00Z,0.162000,,,0.597000,0.394000,0.086000,4046
2019-06-18 12:00:00Z,0.128000,,,0.463000,0.320000,0.086000,4047
2019-06-18 13:00:00Z,0.126000,,,0.382000,0.347000,0.302000,4048
2019-06-18 14:00:00Z,0.132000,,,0.480000,0.329000,0.251000,4049
2019-06-18 15:00:00Z,0.115000,,,0.432000,0.291000,0.272000,4050
2019-06-18 16:00:00Z,0.130000,,,0.464000,0.323000,0.369000,4051
2019-06-18 17:00:00Z,0.182000,,,0.630000,0.408000,0.342000,4052
2019-06-18 18:00:00Z,0.178000,,,0.582000,0.364000,0.305000,4053
2019-06-18 19:00:00Z,0.194000,,,0.551000,0.299000,0.340000,4054
2019-06-18 20:00:00Z,0.223000,,,0.511000,0.291000,0.342000,4055
2019-06-18 21:00:00Z,0.208000,,,0.445000,0.290000,0.343000,4056
2019-06-18 22:00:00Z,0.219000,,,0.459000,0.309000,0.296000,4057
2019-06-18 23:00:00Z,0.220000,,,0.442000,0.288000,0.274000,4058
2019-06-19 00:00:00Z,0.195000,,,0.387000,0.230000,0.488000,4059
2019-06-19 01:00:00Z,0.187000,,,0.244000,0.320000,0.286000,4060
2019-06-19 02:00:00Z,0.184000,,,0.251000,0.371000,0.237000,4061
